stud_ID,name,exam_1,exam_2,exam_3,notes,letter_grade
805f44,Jonathon Norris,75,80,87,missed homework frequently -10,B
0fe053,Bertha Lucas,69,81,94,missed homework frequently -10,C
9d2936,Al Wong,76,79,69,missed class frequently -10,B
db4bcf,Kerry Fernandez,87,81,81,missed class frequently -10,A
ee3387,Esther Mclaughlin,78,89,81,missed homework frequently -10,C
f492d2,Erin Jones,73,65,81,missed class frequently -10,C
080e8c,Joe Munoz,81,90,76,missed homework frequently -10,B
0d8235,Catherine Elliott,79,78,84,great participation +10,B
02c7df,Gina Ingram,91,82,88,great final presentation +10,B
9f423d,Jared Ball,78,97,89,missed homework frequently -10,B
f478b4,Wm Pena,83,93,90,great final presentation +10,B
e38f8a,Bernice Butler,70,68,87,great participation +10,B
1196ee,Raul Hanson,83,93,78,missed homework frequently -10,B
477ba7,Colin Schwartz,75,61,65,missed homework frequently -10,D
dbcef2,Rolando Delgado,82,81,79,missed homework frequently -10,C
4c682d,Greg Santiago,92,88,87,great final presentation +10,B
efb3be,Erica Montgomery,73,63,90,great participation +10,B
e1f71a,Jose Hardy,82,94,86,missed homework frequently -10,D
310dca,Paul Buchanan,87,91,85,great final presentation +10,B
85a963,Clinton Watson,82,83,92,missed class frequently -10,C
337183,Erick Erickson,91,75,89,great participation +10,B
8c4319,Darren Hall,69,87,90,missed class frequently -10,B
34ccdd,Hattie Oliver,79,86,79,great participation +10,A
437625,Katie May,84,92,93,great participation +10,A
528e8f,Homer Garza,72,78,74,missed homework frequently -10,D
05a0bf,Steve Francis,82,82,68,missed homework frequently -10,C
92ebce,Erika Leonard,84,81,85,great participation +10,A
4f3bf8,Reginald Torres,75,80,88,missed homework frequently -10,C
790ccb,Edmund Davis,85,91,88,missed homework frequently -10,C
a5992a,Antonia Holland,85,80,90,great final presentation +10,A
a74a35,Lena Watts,75,81,89,missed homework frequently -10,C
794c31,Darla Hawkins,88,80,89,great final presentation +10,A
c96390,Eddie Wallace,0,92,84,"cheated on exam, gets 0pts",D
c84e0a,Darrin Peterson,80,78,75,great participation +10,B
f2616f,Gertrude Warner,88,86,85,missed class frequently -10,C
15ec3d,Jeanne Ortiz,78,79,73,great participation +10,B
5ba277,Justin Simmons,85,80,85,great participation +10,A
a4910b,Lynette Ross,82,85,81,great participation +10,B
c32981,Ann Stone,80,73,71,missed homework frequently -10,D
695f96,Leroy Fuller,90,69,89,great participation +10,B
b3c9a0,Omar Murphy,94,82,90,great participation +10,B
487e6d,Dominic Nguyen,84,91,74,missed homework frequently -10,B
430247,Nathaniel Moore,82,2,80,"cheated on exam, gets 0pts",F
de5426,Megan Ryan,81,92,82,missed homework frequently -10,B
5bf926,Gladys Miller,79,78,68,missed homework frequently -10,B
523ede,Lorraine Vega,67,62,90,great participation +10,B
be608c,Helen Wallace,63,77,85,missed homework frequently -10,C
264458,Pearl Davis,91,86,84,great final presentation +10,B
52d316,Jorge Greer,83,76,76,missed class frequently -10,B
5e9c99,Sandy Terry,93,91,93,great participation +10,A
f13fdf,George Clayton,85,73,57,great participation +10,B
e79f61,Luz Cunningham,91,81,88,great participation +10,A
df814d,Cedric Burgess,91,91,91,great final presentation +10,B
1fcea5,Amber Copeland,92,79,90,great participation +10,A
60ee3f,Jan Benson,0,88,87,"cheated on exam, gets 0pts",D
c9f351,Winifred Martin,93,82,91,great final presentation +10,A
3d0344,Adrian Bailey,69,75,73,missed homework frequently -10,D
21499d,Nicolas Patton,88,82,95,great final presentation +10,A
bcd50a,Wayne Flores,77,85,72,missed homework frequently -10,D
308e1e,Jessica Blake,67,77,76,missed homework frequently -10,C
b736fb,Thelma Howard,86,81,93,great participation +10,A
a4cca4,Allen Casey,93,89,93,great final presentation +10,A
4d6494,Ashley Hogan,88,82,90,great participation +10,A
882fb9,Rochelle Moran,88,80,82,great final presentation +10,A
32e464,Kristine Newman,77,68,65,missed class frequently -10,D
449eb9,Paul Elliott,75,-1,76,"cheated on exam, gets 0pts",F
66f462,Fredrick Leonard,78,74,72,missed class frequently -10,D
c02824,Angelina Rivera,83,0,79,"cheated on exam, gets 0pts",F
6785fd,Jeannie Thornton,82,73,75,missed class frequently -10,D
31c10d,Brad Saunders,82,0,71,"cheated on exam, gets 0pts",F
edd586,Audrey Barnett,66,75,76,missed class frequently -10,C
bda572,Hugh Gonzales,82,80,86,great participation +10,A
d2b805,Tara Simmons,78,76,76,missed homework frequently -10,B
63be9d,Ricardo Mathis,91,85,80,great final presentation +10,B
d08463,Grace Wilkerson,67,80,91,great participation +10,A
051ae6,Tanya Buchanan,33,52,36,missed homework frequently -10,F
2ef072,Nadine Willis,93,67,75,missed homework frequently -10,C
068e03,Rebecca Craig,81,79,90,great final presentation +10,A
cbe2f7,Eric Mendoza,79,90,82,missed homework frequently -10,B
34a7d0,Lela Richards,81,80,88,missed homework frequently -10,C
cbb6f5,Gustavo Massey,81,79,68,missed homework frequently -10,D
bcdf72,Bennie Ramsey,78,0,77,"cheated on exam, gets 0pts",F
ea43f9,Iris Barnes,81,93,83,missed homework frequently -10,B
9d5c6f,Jenny Norris,74,58,86,missed homework frequently -10,C
855d7e,Lewis Reyes,75,85,66,missed homework frequently -10,C
ee538b,Latoya Keller,64,72,82,great participation +10,A
60786d,Faith Allen,75,44,75,"cheated on exam, gets 0pts",F
338cae,Laverne Swanson,21,62,88,"cheated on exam, gets 0pts",D
fbc055,Lillian Page,89,80,93,great final presentation +10,A
912928,Ed Greene,100,91,90,great participation +10,A
454e51,Kristopher Garrett,81,90,81,missed homework frequently -10,B
03b168,Kay Briggs,72,79,76,missed class frequently -10,F
2076d3,Margaret Wilkins,76,79,70,missed class frequently -10,C
84727d,Beatrice Perez,-1,90,87,"cheated on exam, gets 0pts",D
de292e,Ron Duncan,81,72,80,missed homework frequently -10,B
68827d,Oliver Hanson,86,86,68,missed homework frequently -10,C
0bbb87,Bradley Garner,91,80,85,great final presentation +10,A
39f6e5,Boyd Perkins,84,52,81,missed homework frequently -10,C
a0a66b,William Austin,89,87,81,great participation +10,C
0ce163,Elvira Mcdonald,65,82,86,great final presentation +10,C
dfea38,Roderick Henry,88,94,72,missed class frequently -10,C
0f3439,Mona Rice,70,63,96,missed homework frequently -10,C
890038,Ian Stokes,76,81,81,missed homework frequently -10,D
6235cb,Janis Douglas,99,72,70,missed homework frequently -10,C
fb9f63,Toby Schwartz,92,88,52,missed homework frequently -10,C
cfba4c,Johanna Chapman,79,85,94,great final presentation +10,B
832336,Harvey Conner,80,0,95,"cheated on exam, gets 0pts",D
bf1b14,Wendell Aguilar,76,77,72,missed class frequently -10,B
433fb9,Don Osborne,79,78,74,missed homework frequently -10,D
d98b67,Gregory Green,107,88,82,great participation +10,B
6db401,Edna Fuller,88,90,84,missed class frequently -10,B
88d991,Tyrone Lawson,76,69,70,missed homework frequently -10,D
faf401,Alton Ruiz,71,87,87,great final presentation +10,B
155b05,Morris Pena,75,71,78,missed homework frequently -10,C
5ba892,Marta Schmidt,92,96,90,great final presentation +10,A
bbcb14,Gene Price,80,94,88,missed homework frequently -10,B
8c4f45,May Cooper,82,6,79,"cheated on exam, gets 0pts",F
c1226d,Alfonso Morris,91,87,71,missed homework frequently -10,B
01dd6e,Alice Haynes,81,88,86,great final presentation +10,B
e41b2c,Betty Collins,79,86,93,great final presentation +10,B
192ed3,Raymond Boone,81,67,86,missed homework frequently -10,C
3b6bc7,Nancy Ward,80,73,72,missed homework frequently -10,D
81e9ff,Ken Gonzalez,56,77,79,missed homework frequently -10,C
6225b8,Nora Tucker,88,87,87,great final presentation +10,A
12a73f,Cary Norman,94,83,89,great final presentation +10,A
c2f145,Johnathan Farmer,86,92,86,great participation +10,A
9ea285,Gilberto Woods,88,89,90,great final presentation +10,B
938245,Katie Soto,90,90,90,great participation +10,A
7f6511,Kenny Weaver,80,64,74,missed class frequently -10,D
54a40e,Alexis Armstrong,74,77,71,missed class frequently -10,D
802d46,Bobbie Ross,77,75,81,missed homework frequently -10,C
7116b4,Mario Hammond,77,85,91,great final presentation +10,A
ecbe49,Jessie Marshall,78,69,76,missed homework frequently -10,C
c45d3d,Luke Lynch,65,80,90,missed class frequently -10,C
ba680b,Sabrina Washington,92,89,90,great participation +10,A
febb53,Carlos Rodgers,81,82,79,missed class frequently -10,B
975b58,Darnell Rodriquez,78,77,74,missed homework frequently -10,D
d50b9d,Greg Ray,85,81,92,great final presentation +10,A
a8ccd4,Elaine Mckinney,75,0,66,"cheated on exam, gets 0pts",F
71a157,Natalie Byrd,78,91,90,great final presentation +10,B
ccd8c8,Gerard Coleman,76,2,75,"cheated on exam, gets 0pts",F
1afe93,Rudolph Hubbard,82,80,73,missed class frequently -10,B
87478a,Lucy Fowler,88,95,91,great final presentation +10,A
74676b,Marion Wilkerson,79,78,77,missed class frequently -10,B
46f477,Loretta Cummings,87,82,91,great final presentation +10,A
79d45f,Wilson Lowe,0,91,94,"cheated on exam, gets 0pts",D
2d09ef,Wanda Thornton,62,71,90,missed homework frequently -10,C
204fe8,Tanya Perkins,81,68,76,missed class frequently -10,C
9665f9,Timothy Craig,89,71,63,great participation +10,B
523e05,Sherry Barton,89,92,91,great participation +10,D
8686dd,Dorothy Norris,87,86,90,great final presentation +10,B
cfdfba,Stella Hubbard,79,90,89,missed homework frequently -10,B
8dabc9,Edna Potter,88,89,80,great final presentation +10,B
e91257,Olga French,95,87,74,missed class frequently -10,B
3bcc91,Troy Mcgee,86,82,92,great final presentation +10,A
9df82e,David Medina,89,81,85,great final presentation +10,B
9a1de5,Kirk Bryant,98,69,83,missed homework frequently -10,C
bca07d,Cameron Elliott,79,73,81,missed homework frequently -10,D
86bd1a,Bernadette Larson,46,61,61,missed homework frequently -10,F
8c54c1,Walter Lane,89,85,91,great participation +10,A
7da2b6,Lance Cannon,80,75,76,missed class frequently -10,D
1a7614,Chris Turner,82,86,80,missed homework frequently -10,B
7fdb63,Agnes Jordan,89,86,90,great final presentation +10,A
0f7f19,Hazel Chavez,92,68,78,missed homework frequently -10,C
28a05f,Jeannette May,83,2,68,"cheated on exam, gets 0pts",F
162d3c,Cedric Bishop,70,77,87,great final presentation +10,C
3dbb29,Felipe Casey,78,81,85,great final presentation +10,A
672ab5,Amy Adams,81,81,75,missed class frequently -10,B
03d6b7,Lamar Lyons,82,58,83,great participation +10,B
66c47a,Doyle Phelps,85,88,77,missed homework frequently -10,C
ad9ffe,Bill Rodriguez,79,74,87,missed homework frequently -10,D
6a11a5,Harriet King,89,84,87,great participation +10,A
bd023c,Elijah Thompson,89,81,71,great final presentation +10,B
8639ff,Pat Watson,90,93,87,great participation +10,A
985a12,Faye Porter,86,84,92,great participation +10,B
942d65,Phyllis Kennedy,77,84,89,great participation +10,C
4a6f46,Sean Mendez,88,90,92,great final presentation +10,A
de03e5,Norman Swanson,75,77,80,great participation +10,D
bb243d,Julia Hunter,79,95,92,great participation +10,A
88e562,Ana Wells,78,61,70,missed class frequently -10,A
1dc157,Bob Griffith,87,80,77,missed homework frequently -10,C
a9c51a,Earl Santiago,80,75,93,great final presentation +10,B
fec764,Terence Boyd,76,93,82,missed homework frequently -10,B
77c9c5,Felicia Flowers,85,91,87,missed homework frequently -10,D
735d5e,Annette Tucker,95,73,93,great final presentation +10,B
3b57c6,Bridget Warren,87,81,87,great participation +10,A
431b5d,Adrienne Sparks,79,80,82,missed homework frequently -10,C
ded944,Scott Nash,78,80,74,missed class frequently -10,B
649fd5,Adrian Herrera,84,92,91,great final presentation +10,A
385b54,Rosalie Lee,78,92,88,missed homework frequently -10,B
44dd54,Ruth Gonzalez,81,81,69,missed homework frequently -10,C
d8dff2,Darren Sims,88,84,86,missed homework frequently -10,C
e447ea,Saul Carroll,74,20,74,"cheated on exam, gets 0pts",F
a4b5a3,Conrad Mcguire,89,75,81,missed class frequently -10,C
2b45d1,Gloria Rowe,75,79,80,great participation +10,C
1a32f1,Verna Bryan,7,86,93,"cheated on exam, gets 0pts",D
19e8e6,Nancy Hanson,90,84,89,great participation +10,A
0e0d2a,Mercedes Mendoza,84,79,78,great participation +10,B
a04379,Kelly Townsend,79,76,68,missed class frequently -10,D
9f6d79,Sadie Dawson,79,78,66,missed homework frequently -10,A
1f764f,Steve Waters,69,93,90,missed homework frequently -10,B
c304a8,Bertha Powell,63,87,86,missed class frequently -10,B
1f88cd,Kelly White,114,81,85,great final presentation +10,A
a6fbc9,Glen Mullins,87,83,71,great final presentation +10,B
44c1e5,James Ellis,85,90,82,great participation +10,B
c6a20e,Irving Davis,82,79,82,great final presentation +10,A
8a0a87,Myrtle Silva,84,19,76,"cheated on exam, gets 0pts",F
04500c,Marcia Anderson,71,77,87,great final presentation +10,B
f85354,Ray Mccarthy,95,84,94,great participation +10,B
85c1f9,Stephen Bowman,76,73,70,missed homework frequently -10,D
46dc7c,Jose Ray,87,88,92,great final presentation +10,B
f680e8,Michele Rice,92,86,91,great participation +10,A
bb3bab,Leigh Jensen,78,70,88,missed homework frequently -10,A
098658,May Hicks,3,97,88,"cheated on exam, gets 0pts",D
37ad23,Martin Bowen,91,84,91,great final presentation +10,B
600f0b,Naomi Doyle,70,73,87,great final presentation +10,D
7e6566,Raquel Pearson,83,79,75,missed homework frequently -10,C
26b585,Amos Burns,90,85,88,great participation +10,A
fceb4e,Daryl Carlson,71,65,83,missed homework frequently -10,C
64c2db,Sidney Fernandez,38,51,37,missed class frequently -10,F
932be0,Ethel Griffin,88,85,83,missed class frequently -10,C
a1ea50,Darrell Romero,88,88,91,great participation +10,A
d550ea,Derrick Harmon,76,81,82,great participation +10,B
cfdef4,Don Berry,99,85,86,great final presentation +10,A
c1246d,Gerardo Dunn,83,73,67,missed homework frequently -10,D
b037d4,Sandy Black,70,74,83,missed homework frequently -10,F
865cbd,Jodi Nelson,84,80,85,great final presentation +10,C
6c8e02,Pamela Franklin,80,71,58,missed homework frequently -10,D
59109e,Kathy Yates,93,73,93,great participation +10,B
7632bc,Rafael Patton,90,83,87,great final presentation +10,A
705a75,Marcella Keller,60,6,69,"cheated on exam, gets 0pts",F
e9e16e,Wade Wise,77,92,84,great final presentation +10,B
57b96e,Otis Foster,87,84,81,missed homework frequently -10,B
dbf691,Nina Ward,82,83,76,missed class frequently -10,C
fcb2db,Roland Gross,78,79,92,great final presentation +10,A
b0306d,Salvador Roy,99,94,95,great final presentation +10,D
9afe83,Ann Knight,81,59,83,great final presentation +10,B
d5938e,Ruben Hansen,89,127,91,great participation +10,A
492439,Tyler Simon,62,17,66,"cheated on exam, gets 0pts",F
c8a747,Barry Pierce,91,18,91,"cheated on exam, gets 0pts",D
52b32c,Luis Moss,64,12,65,"cheated on exam, gets 0pts",F
ce494c,Jackie Cole,82,83,57,missed homework frequently -10,C
c07e99,Nicole Ferguson,69,74,85,great participation +10,B
e202f3,Pat Little,73,77,79,missed homework frequently -10,C
0094d7,Sarah Rowe,90,78,82,great participation +10,A
1c40fc,Claire Long,75,76,84,missed homework frequently -10,D
4a41b3,Colleen Lambert,92,82,64,missed homework frequently -10,C
b87af9,Hazel West,83,79,96,great final presentation +10,B
94ef75,Marjorie Francis,38,53,44,missed homework frequently -10,F
7e33f1,Christine Gonzales,76,82,69,missed homework frequently -10,C
7c89a5,Theresa Coleman,90,84,88,great final presentation +10,B
3dad3d,Rosalie Robinson,74,9,74,"cheated on exam, gets 0pts",D
152209,Percy Alvarez,1,73,82,"cheated on exam, gets 0pts",F
397a45,Horace Paul,80,88,81,missed homework frequently -10,B
6ad6ea,Curtis Rogers,89,91,88,great participation +10,A
3dd1e5,Jeanette Morgan,78,79,66,missed homework frequently -10,C
3e05b2,Wilfred Franklin,75,77,70,missed homework frequently -10,F
bea725,Clyde Williams,76,74,69,missed class frequently -10,D
84ebfc,Christie Garcia,92,85,90,great participation +10,A
7b00e6,Saul Horton,0,67,79,"cheated on exam, gets 0pts",F
da9699,Elijah Hill,80,80,94,missed class frequently -10,B
c54fc5,Gerald Hogan,84,84,81,missed class frequently -10,C
8fdfa8,Alberto Mack,86,77,88,great participation +10,B
a3aa70,Kristine Potter,84,83,86,missed class frequently -10,C
1d9bb1,Clayton Duncan,88,86,62,missed class frequently -10,C
982758,Vernon Bell,70,75,74,missed homework frequently -10,C
cbf51c,Darrell Fletcher,94,81,87,great participation +10,B
4938b4,Fernando Harper,86,77,96,missed homework frequently -10,C
d57e1a,Loren Howell,88,78,92,great final presentation +10,A
6550c0,Marguerite Baldwin,79,83,77,great final presentation +10,C
dfe09e,Adam Rodriguez,3,75,75,"cheated on exam, gets 0pts",F
a23de6,Taylor Spencer,81,72,81,great final presentation +10,B
a958ce,Gustavo Holland,87,87,81,missed class frequently -10,C
5853bc,Courtney Schwartz,69,72,82,missed homework frequently -10,C
1ee8dc,Glenn Harrington,73,69,80,missed class frequently -10,C
97b5cc,Alvin Mcdonald,88,81,87,missed homework frequently -10,C
0648a4,Johnnie Washington,84,68,85,missed homework frequently -10,C
04d913,Cedric Arnold,73,9,74,"cheated on exam, gets 0pts",F
c771eb,Garry Cain,90,92,77,great participation +10,B
a4abb0,Meghan Hernandez,72,71,86,missed class frequently -10,D
a7eb4c,Marianne Mccoy,88,77,85,missed class frequently -10,C
b8f3a8,Justin Malone,77,76,94,great final presentation +10,B
491efb,Amos Blake,92,91,88,great final presentation +10,B
d25806,Alma Carson,88,78,91,great final presentation +10,A
185495,Brett Pittman,94,94,91,great final presentation +10,A
d0b11d,Donna Nash,84,90,85,great final presentation +10,A
1f40e6,Susan Simmons,77,66,68,missed homework frequently -10,D
b71f53,Ricardo Stephens,89,82,87,great final presentation +10,B
d2977f,Sergio Schneider,60,76,80,missed homework frequently -10,C
74fed8,Mathew Wise,92,80,84,great final presentation +10,B
3d0fdf,Rhonda Lloyd,87,82,84,missed class frequently -10,A
f1a6b8,Dominic Bradley,85,79,90,great final presentation +10,A
e871c0,Dexter Palmer,78,72,71,missed homework frequently -10,D
e34bcc,Leland Craig,69,71,98,missed class frequently -10,D
390000,Darrel Joseph,79,71,63,missed homework frequently -10,D
3065d6,Dianna Chandler,76,72,72,missed class frequently -10,C
99721f,Gerard Montgomery,76,75,93,missed class frequently -10,C
2603bd,Roger Andrews,87,89,71,missed homework frequently -10,B
38d57f,Eunice Fuller,77,92,78,missed homework frequently -10,B
3d0aac,Shaun Vasquez,82,78,95,great final presentation +10,B
091ebb,Steven Powers,1,71,86,"cheated on exam, gets 0pts",F
611b02,Victor Murphy,68,75,70,missed homework frequently -10,D
3235bf,Melinda Burton,87,89,88,great participation +10,A
b3df84,Mattie Sparks,93,81,92,great participation +10,B
ff7179,Kristy Williamson,84,94,91,great final presentation +10,A
0a23c5,Brent Hale,1,68,75,"cheated on exam, gets 0pts",F
622a4a,Jill Johnston,67,74,89,missed homework frequently -10,C
9403ea,Martha Gill,78,-1,65,"cheated on exam, gets 0pts",F
04babf,Donnie Gibbs,76,83,87,missed homework frequently -10,C
d18603,Lydia Collier,65,66,54,missed homework frequently -10,F
d30e8a,Matthew Fleming,83,90,79,"cheated on exam, gets 0pts",C
75ce98,Antonio Shelton,45,52,61,missed homework frequently -10,F
7cb144,Yolanda Lindsey,79,96,90,great participation +10,A
4f4f99,Vera Fitzgerald,93,96,92,great participation +10,A
0c883c,Bennie Vaughn,84,72,63,missed class frequently -10,D
fd764d,Brittany Delgado,80,70,82,great participation +10,B
6afd2d,Freda Barnes,78,58,84,great final presentation +10,B
701ea2,Merle Gonzalez,67,89,87,missed homework frequently -10,B
43c0c8,Johanna Schmidt,78,74,83,missed homework frequently -10,D
535cbe,Earl Holloway,76,85,80,missed homework frequently -10,B
0ab17d,Louis Smith,62,75,79,missed homework frequently -10,C
91c994,Marcos Fernandez,91,83,92,great final presentation +10,A
90681b,Alfonso Cox,6,95,93,"cheated on exam, gets 0pts",D
3f2482,Gloria Obrien,87,78,86,missed homework frequently -10,C
0ec269,Dustin Moss,70,87,86,great participation +10,B
551c0d,Noah Copeland,90,84,85,great participation +10,A
7f55df,Jay Reed,88,92,51,missed homework frequently -10,C
008816,Nadine Graham,66,75,73,missed homework frequently -10,F
e3ea98,Jamie Berry,90,87,90,great participation +10,A
5f5671,Mildred Haynes,93,77,89,great final presentation +10,B
236318,Rudolph Pierce,75,75,87,missed class frequently -10,D
3b908c,Sophie Owen,94,86,87,great final presentation +10,B
946bfc,Byron Price,90,79,86,great final presentation +10,A
bd574a,Gene Hamilton,78,74,88,great participation +10,A
73640a,Joseph Watts,82,70,88,great final presentation +10,B
75a52e,Angelica Torres,79,91,88,missed homework frequently -10,B
9dad4d,Guadalupe Barnett,65,87,84,missed class frequently -10,B
bb6d04,Dale Glover,75,74,71,missed homework frequently -10,D
5a14f6,Javier Logan,81,88,72,missed class frequently -10,C
0e6d17,Carole Kim,86,89,90,great final presentation +10,A
414597,Robin Peterson,79,90,87,great participation +10,A
481835,Nettie Lamb,85,81,76,great participation +10,A
5ad7f1,May Richardson,84,93,84,missed homework frequently -10,B
2a5702,Amber Oliver,63,80,79,missed homework frequently -10,C
7948b6,Kelly Taylor,83,86,56,missed homework frequently -10,C
da9646,Vanessa Scott,82,75,76,missed homework frequently -10,B
cefe03,Erma Vargas,74,72,86,great participation +10,A
e62eaf,Elisa Simmons,72,93,84,missed homework frequently -10,B
946777,Myron Collins,80,2,70,"cheated on exam, gets 0pts",F
654a1c,Mae Joseph,87,88,91,great final presentation +10,A
7af21d,Nora Cannon,81,81,84,great final presentation +10,B
5686d8,Laurence Riley,75,12,68,"cheated on exam, gets 0pts",F
a33f92,Angela Reeves,75,0,75,"cheated on exam, gets 0pts",F
44d129,Blake Fleming,95,88,88,great participation +10,B
794659,Hugo Johnson,1,71,86,"cheated on exam, gets 0pts",F
35b9ec,Pat Leonard,91,84,83,missed class frequently -10,B
b6d817,Maureen Frank,85,81,87,great participation +10,A
0fa39c,Arturo Fletcher,76,82,92,great participation +10,B
e8901f,Gilbert Dixon,84,88,88,missed homework frequently -10,C
6a5846,Rebecca Waters,92,91,77,missed homework frequently -10,B
53cac1,Lindsay Moss,77,74,74,great participation +10,B
e8c2c4,Cecilia Morgan,68,76,83,great final presentation +10,C
515394,Lucia Cobb,64,82,86,great participation +10,C
c67dd3,Duane Pittman,85,84,88,great participation +10,B
89efac,Dawn Logan,70,80,76,missed homework frequently -10,C
eaa94b,Stewart Allen,95,85,86,great final presentation +10,B
015745,Cristina Santiago,94,99,90,great final presentation +10,A
9923ac,Fernando Silva,93,94,90,great participation +10,A
0ac829,Chelsea Dawson,1,84,68,"cheated on exam, gets 0pts",F
00dfe5,Karen Burton,86,89,83,great participation +10,B
64a22b,Shane Robbins,95,80,87,great participation +10,B
539378,Tanya Mccormick,73,91,89,great participation +10,B
275403,Brad Jacobs,62,70,51,missed homework frequently -10,F
c1864f,Hilda Rowe,81,76,73,missed class frequently -10,B
a2f9d4,Gilberto Weber,74,80,93,missed homework frequently -10,F
00c486,Marlon Ramsey,72,83,75,missed homework frequently -10,C
4e175c,Monique Tyler,86,89,58,missed homework frequently -10,C
1d5dbb,Carole Harvey,77,70,86,missed homework frequently -10,C
87247d,Emilio Newman,92,77,86,great participation +10,B
300ff8,Gregg Jennings,63,81,91,missed homework frequently -10,C
693c20,Gail Hubbard,89,87,87,great final presentation +10,A
9bf6f9,Kimberly Osborne,75,4,69,"cheated on exam, gets 0pts",F
92991e,Paula Lynch,69,73,83,missed homework frequently -10,C
4d65cf,Lonnie Gibbs,76,61,83,great final presentation +10,B
59f134,Kurt Briggs,87,77,53,missed homework frequently -10,C
b478d0,Ellis Barnett,87,92,81,great final presentation +10,B
f68d7d,June Norris,88,89,93,great final presentation +10,D
30797d,Carrie Gross,84,-1,92,"cheated on exam, gets 0pts",D
785161,Marvin Carlson,56,76,84,missed homework frequently -10,C
b9e93d,Abel Lowe,92,91,88,great final presentation +10,A
aec48e,Marie Ortiz,85,89,85,great final presentation +10,B
00c500,Thelma Chandler,93,97,90,great final presentation +10,A
a83840,Flora Owen,79,89,88,great final presentation +10,A
2bbf06,Johnny Shaw,77,81,80,missed homework frequently -10,C
6183f2,Roosevelt Sullivan,64,73,79,great participation +10,A
803d2e,Freda Goodman,84,75,75,missed class frequently -10,B
494da2,Salvatore Lawrence,77,73,70,missed class frequently -10,D
53a3ea,Eleanor Snyder,80,90,87,great participation +10,A
3b6719,Toby Hughes,85,90,85,missed class frequently -10,C
679a97,Mattie Coleman,92,74,82,great participation +10,C
f7555f,Byron Love,80,0,74,"cheated on exam, gets 0pts",F
6a6bfd,Karla Hines,72,76,87,missed class frequently -10,B
bc714b,Nettie Barrett,80,75,90,missed class frequently -10,D
4815a3,Andrew Moran,88,91,88,great final presentation +10,A
3f4dba,Howard Quinn,1,70,84,"cheated on exam, gets 0pts",F
c772fd,Dan Watts,78,92,81,missed homework frequently -10,B
cac168,Shelley Klein,88,89,82,missed homework frequently -10,C
06e29b,Renee Medina,84,78,95,great final presentation +10,B
64c2f3,Stella Padilla,80,77,72,missed class frequently -10,B
57a2e9,Anna Andrews,71,67,84,great participation +10,B
32d53f,Pauline Morrison,82,75,80,missed homework frequently -10,B
97f330,Audrey Park,93,86,85,great final presentation +10,B
24daf9,Rudy Lindsey,85,81,86,great final presentation +10,A
127223,Gregory Harmon,80,95,82,missed homework frequently -10,B
29f7ae,Seth Griffin,92,78,86,great final presentation +10,A
645813,Preston Stone,76,93,89,great final presentation +10,B
36a80a,Jimmie Cunningham,83,80,76,great participation +10,B
498247,Della Berry,95,92,86,great final presentation +10,B
a8e4cf,Wm Wilkerson,75,75,68,missed homework frequently -10,C
536815,Sergio Luna,91,89,76,missed homework frequently -10,B
923071,Walter Ross,73,74,83,missed homework frequently -10,C
10ed39,Megan Fox,88,81,72,missed homework frequently -10,B
35e826,Mona Woods,83,73,65,missed class frequently -10,C
2a3194,Ronnie Moreno,73,79,85,missed homework frequently -10,D
d291b3,Inez Terry,66,71,82,missed homework frequently -10,C
543820,Wilma Robertson,90,84,85,great participation +10,A
0fa511,Roderick Watkins,87,84,95,great final presentation +10,B
85f57e,Miranda Walton,73,73,68,missed homework frequently -10,D
0ac3dc,Bryan Kennedy,80,72,70,missed class frequently -10,B
4be93c,Willie Bush,88,91,85,great final presentation +10,B
930e7c,Sue Schmidt,85,76,76,missed homework frequently -10,D
f00c02,Ginger Carpenter,76,76,80,great participation +10,C
6be392,Kerry Valdez,86,78,71,missed class frequently -10,B
79d5e2,Teri Bennett,82,76,73,great participation +10,B
17e02f,Edgar Hale,87,0,89,"cheated on exam, gets 0pts",D
fe0c11,Mildred Williams,88,5,95,"cheated on exam, gets 0pts",D
f799c7,Jaime Rodriquez,92,87,92,great final presentation +10,B
47cddb,Samantha Schultz,79,72,77,missed class frequently -10,B
772cc1,Wilson Wise,80,81,76,missed homework frequently -10,B
37b7ea,Jeff Stephens,76,66,83,missed homework frequently -10,C
a804c6,Zachary Hamilton,77,86,84,missed homework frequently -10,C
dec99c,Rosemary Mcguire,78,71,92,great participation +10,B
f24702,Gloria Graves,88,89,82,missed class frequently -10,B
fa2926,Robin Valdez,82,82,71,missed class frequently -10,D
076d92,Lori Richards,5,72,74,"cheated on exam, gets 0pts",F
cdaced,Sonia Wallace,89,92,90,great final presentation +10,A
eca73f,Conrad Bryan,45,55,32,missed class frequently -10,F
9eaa47,Dean Carr,78,84,82,missed homework frequently -10,C
8fa35a,Carole Fisher,89,86,87,great final presentation +10,A
395839,Maurice Mccormick,92,73,92,great participation +10,B
656d2e,Jimmy Chavez,75,4,59,"cheated on exam, gets 0pts",F
e3ed94,Lillie Perkins,77,73,75,missed homework frequently -10,C
6439dc,Johnnie Townsend,79,74,74,missed class frequently -10,D
4c8cb1,Eva Moore,64,81,86,missed homework frequently -10,C
7acfd1,Tommy Rodgers,80,78,83,missed homework frequently -10,C
9c15dd,Jaime Sutton,79,90,88,great final presentation +10,A
